number,cohort,state,base,head,head_repo,head_sha,author,title,url,disposition_category,port_first_action
"1212","sql-wallet-target","MERGED","sql-wallet","apply-sql-err","yyforyongyu/btcwallet","0bdd33fb3a69f9e38dffb0d72a1299984c9f4075","yyforyongyu","db: apply runtime read/write helpers","https://github.com/btcsuite/btcwallet/pull/1212","reusable-semantic-fix","salvage-after-parity-review"
"1214","sql-wallet-target","MERGED","sql-wallet","impl-address-manager-store","yyforyongyu/btcwallet","d95c32b5d69b1f4f0a49c6732a793371d326697a","yyforyongyu","wallet: migrate address manager to db.Store","https://github.com/btcsuite/btcwallet/pull/1214","wallet-routing","rework-behind-current-api"
"1216","sql-wallet-target","MERGED","sql-wallet","sqldb/cleanup-import-aliases","GustavoStingelin/btcwallet","bbf491fe59db25ba54311bdadd12726be753ddaa","GustavoStingelin","wallet: cleanup import aliases","https://github.com/btcsuite/btcwallet/pull/1216","test-tooling","salvage-selectively"
"1217","sql-wallet-target","MERGED","sql-wallet","sql-wallet-bitcoind-v1-transport","yyforyongyu/btcwallet","b9afec3ab0430964a6971ffa147a4fb935f4d50d","yyforyongyu","bwtest: pin bitcoind to v1 transport","https://github.com/btcsuite/btcwallet/pull/1217","test-tooling","salvage-selectively"
"1219","sql-wallet-target","MERGED","sql-wallet","sqldb/tight-script-pub-to-wallet","GustavoStingelin/btcwallet","143115471dea4859c76498df982a1d6cf3a7627b","GustavoStingelin","wallet: make address scripts unique per wallet","https://github.com/btcsuite/btcwallet/pull/1219","reusable-semantic-fix","salvage-after-parity-review"
"1220","sql-wallet-target","MERGED","sql-wallet","sqldb/guard-nil-derived-callbacks","GustavoStingelin/btcwallet","5da07a299fa19bbb76aee1b7461b89b3ba6db71a","GustavoStingelin","wallet: guard nil derived address callbacks","https://github.com/btcsuite/btcwallet/pull/1220","reusable-semantic-fix","salvage-after-parity-review"
"1221","sql-wallet-target","MERGED","sql-wallet","sqldb/fix-watchonly-ambiguity","btcsuite/btcwallet","32db8e2a91e11403e97eb83a412296835ce8f6ec","GustavoStingelin","wallet: disambiguates watch-only","https://github.com/btcsuite/btcwallet/pull/1221","reusable-semantic-fix","salvage-after-parity-review"
"1222","sql-wallet-target","MERGED","sql-wallet","sqldb/watchonly-trigger-validation","btcsuite/btcwallet","1a31adb0803613b180191566c67ed0c4f73607ed","GustavoStingelin","wallet: enforce watch-only invariants in sql","https://github.com/btcsuite/btcwallet/pull/1222","reusable-semantic-fix","salvage-after-parity-review"
"1223","sql-wallet-target","MERGED","sql-wallet","complete-tx-store","btcsuite/btcwallet","fe5309c386c5d932104ad48d967addee9b80dcfe","yyforyongyu","db: add SQL tx detail reads","https://github.com/btcsuite/btcwallet/pull/1223","reusable-semantic-fix","salvage-after-parity-review"
"1224","sql-wallet-target","MERGED","sql-wallet","sqldb/remove-public-field-encryption","btcsuite/btcwallet","b30de899e4d4655220ae6992f5f839887f12cd9a","GustavoStingelin","wallet: store public key in plaintext","https://github.com/btcsuite/btcwallet/pull/1224","key-vault-signing-rewrite","defer-post-port"
"1225","sql-wallet-target","MERGED","sql-wallet","sqldb/remove-pg-advisory-lock","btcsuite/btcwallet","edda440dae9f30da7f2d12d93921019479c6ed3b","GustavoStingelin","wallet: replace advisory lock with persisted account counter","https://github.com/btcsuite/btcwallet/pull/1225","reusable-semantic-fix","salvage-after-parity-review"
"1227","sql-wallet-target","MERGED","sql-wallet","lint-itest-variants","yyforyongyu/btcwallet","187ac566a6c28bc9594254edce2f8514276d7cdf","yyforyongyu","build: lint tagged itest variants","https://github.com/btcsuite/btcwallet/pull/1227","test-tooling","salvage-selectively"
"1228","sql-wallet-target","MERGED","sql-wallet","pre-kvdb-impl","yyforyongyu/btcwallet","82699f69c7ec8fcd088fd2fddd10044019460a5f","yyforyongyu","db: prepare kvdb store routing","https://github.com/btcsuite/btcwallet/pull/1228","wallet-routing","rework-behind-current-api"
"1229","sql-wallet-target","MERGED","sql-wallet","impl-wallet-metadata-store","btcsuite/btcwallet","3af7480114f05e6dfac319f90be692f8849793f7","yyforyongyu","wallet: migrate wallet metadata to db.Store","https://github.com/btcsuite/btcwallet/pull/1229","wallet-routing","rework-behind-current-api"
"1230","sql-wallet-target","MERGED","sql-wallet","impl-tx-creator-store","btcsuite/btcwallet","bacd9e9281efbae549a42bf78e7f4023b255658f","yyforyongyu","wallet: migrate tx creator + tx publisher to db.Store","https://github.com/btcsuite/btcwallet/pull/1230","wallet-routing","rework-behind-current-api"
"1231","sql-wallet-target","MERGED","sql-wallet","prep-account-manager-store","yyforyongyu/btcwallet","ab09ee38bebf692267e140db4b5583be76af1dbc","yyforyongyu","wallet+db+waddrmgr: prep for account-manager Store routing","https://github.com/btcsuite/btcwallet/pull/1231","wallet-routing","rework-behind-current-api"
"1232","sql-wallet-target","MERGED","sql-wallet","prep-account-balance","btcsuite/btcwallet","abd30f332454988b102d7f0740ad16ad605950a1","yyforyongyu","db: populate AccountInfo balance with SkipBalance opt-out","https://github.com/btcsuite/btcwallet/pull/1232","reusable-semantic-fix","salvage-after-parity-review"
"1233","sql-wallet-target","MERGED","sql-wallet","sqldb/fix-custom-mock-usage","btcsuite/btcwallet","8e11aa6f8346412d08e701e55b065f87200d7bc9","GustavoStingelin","multi: use testify mock for derived account ops tests and docs","https://github.com/btcsuite/btcwallet/pull/1233","test-tooling","salvage-selectively"
"1237","sql-wallet-target","MERGED","sql-wallet","prep-address-manager-store","yyforyongyu/btcwallet","7da310680dd3853de22410d4d4983eb28881c6e0","yyforyongyu","wallet+db+waddrmgr: prep for address-manager Store routing","https://github.com/btcsuite/btcwallet/pull/1237","wallet-routing","rework-behind-current-api"
"1238","sql-wallet-target","MERGED","sql-wallet","impl-utxo-kvdb","yyforyongyu/btcwallet","63fb6f7d56d4f9f5b6e80f72236073d48e045cbb","yyforyongyu","wallet: migrate UTXO store + lease ops to db.Store","https://github.com/btcsuite/btcwallet/pull/1238","wallet-routing","rework-behind-current-api"
"1239","sql-wallet-target","MERGED","sql-wallet","impl-account-manager-store","yyforyongyu/btcwallet","f370e3b2105589592b3331ed1bbc54aa50a04e8b","yyforyongyu","wallet: route account manager through Store + finish kvdb writes","https://github.com/btcsuite/btcwallet/pull/1239","wallet-routing","rework-behind-current-api"
"1240","sql-wallet-target","MERGED","sql-wallet","prep-account-store","yyforyongyu/btcwallet","34fcee893a05d1ae47b4d7eedfb6be37d557cbc4","yyforyongyu","prep: foundation for the account-store routing (db.AccountInfo surface, fingerprint cache, Name filter)","https://github.com/btcsuite/btcwallet/pull/1240","wallet-routing","rework-behind-current-api"
"1241","sql-wallet-target","CLOSED","sql-wallet","derived-account-fingerprint-ssot","yyforyongyu/btcwallet","099a2e49224d4719b9af15d8b21c52e293747440","yyforyongyu","db: derive derived-account master fingerprint from wallet record","https://github.com/btcsuite/btcwallet/pull/1241","reusable-semantic-fix","salvage-after-parity-review"
"1242","sql-wallet-target","MERGED","sql-wallet","sqldb/wallet-ops","btcsuite/btcwallet","2f532658ffa437d87ee29cbc2cc84db0205ba3aa","GustavoStingelin","wallet: add wallet secrets read ","https://github.com/btcsuite/btcwallet/pull/1242","key-vault-signing-rewrite","defer-post-port"
"1243","sql-wallet-target","MERGED","sql-wallet","impl-address-manager-store-2","btcsuite/btcwallet","aeb557f71a4a908562296ec8d812d4ecb00f9be8","yyforyongyu","wallet: migrate address-store read path + signer derivation","https://github.com/btcsuite/btcwallet/pull/1243","wallet-routing","rework-behind-current-api"
"1244","sql-wallet-target","OPEN","sql-wallet","sqldb/ll-linter","btcsuite/btcwallet","1b021a4dc63cdfda7dcab9405a918214dddf45f6","GustavoStingelin","wip: setup ll linter","https://github.com/btcsuite/btcwallet/pull/1244","test-tooling","salvage-selectively"
"1245","sql-wallet-target","MERGED","sql-wallet","bwtest-mock-cleanup","yyforyongyu/btcwallet","2b1f49810e5442e675720136f738d41429c0265a","yyforyongyu","wallet: consolidate testify mocks into bwtest/mock","https://github.com/btcsuite/btcwallet/pull/1245","test-tooling","salvage-selectively"
"1246","sql-wallet-target","MERGED","sql-wallet","enforce-wallet-level-watch-only","yyforyongyu/btcwallet","a88be3f6c1aea4aeb1400b20c1be4be09413a227","yyforyongyu","wallet: enforce wallet-level watch-only invariant (ADR 0012)","https://github.com/btcsuite/btcwallet/pull/1246","reusable-semantic-fix","salvage-after-parity-review"
"1247","sql-wallet-target","MERGED","sql-wallet","prep-utxo-enrichment","yyforyongyu/btcwallet","0933021f7b5d9d271cf158ecb9c5e5f527365cfc","yyforyongyu","db+sql: enrich UtxoInfo + scoped AccountName filter on ListUtxosQuery","https://github.com/btcsuite/btcwallet/pull/1247","reusable-semantic-fix","salvage-after-parity-review"
"1248","sql-wallet-target","MERGED","sql-wallet","impl-tx-publisher-store","yyforyongyu/btcwallet","887648eeeab68291459a675aaba31737407b5f61","yyforyongyu","wallet: route tx publisher + tx-store writes through Store","https://github.com/btcsuite/btcwallet/pull/1248","wallet-routing","rework-behind-current-api"
"1252","sql-wallet-target","MERGED","sql-wallet","sqldb/agents-md","btcsuite/btcwallet","0f554861cdc4620d478c7d34579586afc3e23878","GustavoStingelin","wallet+AGENTS.md: add agent guidance for wallet subsystems","https://github.com/btcsuite/btcwallet/pull/1252","test-tooling","salvage-selectively"
"1253","sql-wallet-target","MERGED","sql-wallet","sqldb/account-ops","btcsuite/btcwallet","668d84a7a54b1a90256128fc8c1d2bf9a6356713","GustavoStingelin","wallet: add account ops workflow","https://github.com/btcsuite/btcwallet/pull/1253","wallet-routing","rework-behind-current-api"
"1254","sql-wallet-target","CLOSED","sql-wallet","impl-signer-account-secret","btcsuite/btcwallet","b0f6271bfaee087be5e151981287936eaeaf12f6","yyforyongyu","wallet: SQL-only signer account-secret fallback","https://github.com/btcsuite/btcwallet/pull/1254","key-vault-signing-rewrite","defer-post-port"
"1256","sql-wallet-target","MERGED","sql-wallet","impl-runtime-store","btcsuite/btcwallet","1e0ec3d29ba95ebd313a7c0dec8133fe1991d3fe","yyforyongyu","db: implement the ApplyScanBatch scan engine","https://github.com/btcsuite/btcwallet/pull/1256","reusable-semantic-fix","salvage-after-parity-review"
"1257","sql-wallet-target","MERGED","sql-wallet","impl-runtime-store-2","btcsuite/btcwallet","7e1ac7570d099e8985aec00d77ee3383c0a1cadb","yyforyongyu","db: cover ApplyScanBatch conformance and RollbackToBlock atomicity","https://github.com/btcsuite/btcwallet/pull/1257","reusable-semantic-fix","salvage-after-parity-review"
"1258","sql-wallet-target","OPEN","sql-wallet","impl-runtime-store-3","btcsuite/btcwallet","a6c0cd224432140c17207f98558473900b230c31","yyforyongyu","wallet: route runtime startup, sync-tip, and rewind through the Store","https://github.com/btcsuite/btcwallet/pull/1258","runtime-rewrite","defer-post-port"
"1260","sql-wallet-target","MERGED","sql-wallet","sqldb/account-ops-split-files","btcsuite/btcwallet","d4bcd4f6115bc46e5e57fba03ea1cb21a4a45978","GustavoStingelin","wallet: split account methods in multiple files","https://github.com/btcsuite/btcwallet/pull/1260","public-refactor","defer-post-port"
"1261","sql-wallet-target","MERGED","sql-wallet","sqldb/account-ops-split-files-readd-lost-test","btcsuite/btcwallet","cadef592056ec1eeed859301af9703221673b03d","GustavoStingelin","wallet: readd create max account number itest","https://github.com/btcsuite/btcwallet/pull/1261","test-tooling","salvage-selectively"
"1262","sql-wallet-target","MERGED","sql-wallet","prep-runtime-1","btcsuite/btcwallet","7755da1d9407fc0b716d666161d0cb92b3e22a43","yyforyongyu","db: add synced-block, watched-output, and tx-batch Store methods","https://github.com/btcsuite/btcwallet/pull/1262","reusable-semantic-fix","salvage-after-parity-review"
"1263","sql-wallet-target","MERGED","sql-wallet","prep-runtime-2","btcsuite/btcwallet","e6e1f7f5abdf3d3aef7731d661e8684cd2082baa","yyforyongyu","db+waddrmgr: add scan-batch scaffolding and rollback support","https://github.com/btcsuite/btcwallet/pull/1263","reusable-semantic-fix","salvage-after-parity-review"
"1265","sql-wallet-target","MERGED","sql-wallet","sqldb/def-keyvault-lifecycle","btcsuite/btcwallet","4d7171ee9dc93668eb7fae8fec72a874b8477e83","GustavoStingelin","multi: add keyvault lifecycle boundary","https://github.com/btcsuite/btcwallet/pull/1265","key-vault-signing-rewrite","defer-post-port"
"1267","sql-wallet-target","MERGED","sql-wallet","review-base-fixes","btcsuite/btcwallet","64b514c0abc5fe8dcfaaf4f01bf63358fb19d46b","yyforyongyu","wallet+db: fix SQL-wallet review issues","https://github.com/btcsuite/btcwallet/pull/1267","reusable-semantic-fix","salvage-after-parity-review"
"1268","sql-wallet-target","MERGED","sql-wallet","fix-import-schema","btcsuite/btcwallet","8b5f6fc1212f486f426bc3e41eac064055f2ae00","yyforyongyu","wallet+db: normalize account address identity","https://github.com/btcsuite/btcwallet/pull/1268","reusable-semantic-fix","salvage-after-parity-review"
"1269","sql-wallet-target","MERGED","sql-wallet","prep-runtime-3","btcsuite/btcwallet","e18b96350ca7841543a724d35eb18257807a65cf","yyforyongyu","db+waddrmgr: add scan-horizon scaffolding and rollback eviction","https://github.com/btcsuite/btcwallet/pull/1269","reusable-semantic-fix","salvage-after-parity-review"
"1273","sql-wallet-target","MERGED","sql-wallet","sqldb/impl-keyvault-lifecycle","btcsuite/btcwallet","328e4283647ca3206a1f878b35c3ff7ca22f16d6","GustavoStingelin","wallet: impl keyvault lifecycle","https://github.com/btcsuite/btcwallet/pull/1273","key-vault-signing-rewrite","defer-post-port"
"1277","sql-wallet-target","MERGED","sql-wallet","sql-wallet-address-dbops","Abdulkbk/btcwallet","ee35b882c8e42865304c50b62497446c9933bcc3","Abdulkbk","db: align SQL address store with the db-ops interface style","https://github.com/btcsuite/btcwallet/pull/1277","reusable-semantic-fix","salvage-after-parity-review"
"1279","sql-wallet-target","OPEN","sql-wallet","sqldb/add-keyvault-sig-interface","btcsuite/btcwallet","96241f0a22ab2c34bd0f767b67108317fe760417","GustavoStingelin","wallet: add sign methods to vault interface","https://github.com/btcsuite/btcwallet/pull/1279","key-vault-signing-rewrite","defer-post-port"
"1203","intermediate-feeder","CLOSED","impl-utxo-kvdb","impl-utxo-manager-store","yyforyongyu/btcwallet","ff194fe47833d15bb5af5829f1d9eedb9ee04c4e","yyforyongyu","wallet: migrate utxo manager to db.Store (superseded by #1238)","https://github.com/btcsuite/btcwallet/pull/1203","superseded-work","source-only"
"1215","intermediate-feeder","MERGED","impl-account-kvdb","impl-account-manager-store","yyforyongyu/btcwallet","fd78be7146c417638cc5a71e365b54a813cdaa4d","yyforyongyu","wallet: migrate account manager to db.Store","https://github.com/btcsuite/btcwallet/pull/1215","wallet-routing","rework-behind-current-api"
"1218","intermediate-feeder","CLOSED","impl-utxo-manager-store","impl-signer-store","yyforyongyu/btcwallet","0f20fd4e26c780d750fee8537f288325223bc18a","yyforyongyu","wallet: migrate signer to db.Store (superseded by #1243)","https://github.com/btcsuite/btcwallet/pull/1218","superseded-work","source-only"
"1236","intermediate-feeder","MERGED","prep-account-store","impl-account-kvdb","yyforyongyu/btcwallet","2df598bb0c85d7424c5f06445e85db3c5ae51f74","yyforyongyu","kvdb: implement account-store reads + creators","https://github.com/btcsuite/btcwallet/pull/1236","wallet-routing","rework-behind-current-api"
"1249","intermediate-feeder","CLOSED","impl-wallet-metadata-store","impl-signer-account-secret","yyforyongyu/btcwallet","096afea648014a20874511ff522e5b559a7bcd32","yyforyongyu","wallet: SQL-only signer account-secret fallback","https://github.com/btcsuite/btcwallet/pull/1249","key-vault-signing-rewrite","defer-post-port"
"1255","intermediate-feeder","MERGED","impl-tx-publisher-store","impl-psbt-store","btcsuite/btcwallet","8cca7b619b00fe0ad2b8d37f6b9d6d34fbcb9f52","yyforyongyu","wallet: route PSBT funding through the Store","https://github.com/btcsuite/btcwallet/pull/1255","wallet-routing","rework-behind-current-api"
"1270","intermediate-feeder","OPEN","impl-runtime-store-3","impl-runtime-store-4","btcsuite/btcwallet","c0739daa0daf0c3f09fb78ee7bb53e8fc3b95395","yyforyongyu","wallet: route chain-scan writes and load scan data through the Store","https://github.com/btcsuite/btcwallet/pull/1270","runtime-rewrite","defer-post-port"
"1271","intermediate-feeder","OPEN","impl-runtime-store-4","impl-runtime-store-5","btcsuite/btcwallet","2ea76dfc5e85acf84014a21e4813cb23945250fa","yyforyongyu","wallet: resolve targeted rescan by identity and make the syncer Store-mandatory","https://github.com/btcsuite/btcwallet/pull/1271","runtime-rewrite","defer-post-port"
"1272","intermediate-feeder","OPEN","impl-runtime-store-5","impl-secret-store","btcsuite/btcwallet","47a70528f4734c2751c07e906bcb143d80ceb0f1","yyforyongyu","wallet+db: add GetAccountSecret Store surface and keyvault routing","https://github.com/btcsuite/btcwallet/pull/1272","key-vault-signing-rewrite","defer-post-port"
"1083","master-umbrella","OPEN","master","interface-wallet","btcsuite/btcwallet","78ac6aeb02d27592ae40c2b2c71d887a6089de4f","yyforyongyu","Introduce Role-based interfaces for wallet","https://github.com/btcsuite/btcwallet/pull/1083","superseded-work","source-only"
